date,hour,keyword,locations
2011-05-10,7,stomach,"[(42.23658, 93.32766)]"
2011-05-10,7,twitter,"[(42.2752, 93.37), (42.21063, 93.38358), (42.218, 93.54574), (42.241, 93.35682), (42.17614, 93.21623), (42.21063, 93.31928), (42.20975, 93.24259), (42.23393, 93.35402), (42.20651, 93.35003), (42.23216, 93.36481), (42.17525, 93.47465), (42.17614, 93.29851), (42.17967, 93.21822), (42.21181, 93.37599), (42.26223, 93.29611), (42.21417, 93.3716), (42.20385, 93.4383), (42.17673, 93.49781), (42.17142, 93.42152), (42.218, 93.25936), (42.23599, 93.35922), (42.22302, 93.33805), (42.25899, 93.39397), (42.23393, 93.35243), (42.17466, 93.46866), (42.21417, 93.32167), (42.22449, 93.25657), (42.2124, 93.37719), (42.24513, 93.22541), (42.23393, 93.35043), (42.17289, 93.51539), (42.24631, 93.32327)]"
2011-05-10,8,bad,"[(42.29024, 93.33525), (42.21624, 93.51539), (42.19442, 93.42792), (42.23039, 93.55253), (42.29673, 93.51579), (42.23245, 93.3676), (42.22243, 93.33885), (42.21476, 93.35802), (42.24012, 93.35283), (42.21358, 93.39476), (42.24159, 93.34843), (42.23776, 93.368), (42.18822, 93.41793), (42.28081, 93.38118), (42.2466, 93.51738), (42.20768, 93.3728)]"
2011-05-10,8,caught,"[(42.22331, 93.3676), (42.22921, 93.49821)]"
2011-05-10,8,feel,"[(42.23245, 93.36441), (42.22331, 93.33086), (42.27019, 93.32167), (42.27432, 93.46306), (42.21476, 93.35802), (42.27697, 93.38198), (42.24307, 93.33006), (42.22921, 93.33565), (42.25073, 93.48783), (42.2413, 93.32806)]"
2011-05-10,8,flu,"[(42.25751, 93.38438)]"
2011-05-10,8,lol,"[(42.27904, 93.49382), (42.2811, 93.22501), (42.22302, 93.34524), (42.26901, 93.43071), (42.16729, 93.40675), (42.23422, 93.35123), (42.25663, 93.28413), (42.21506, 93.22422), (42.27638, 93.27055), (42.218, 93.37599), (42.28405, 93.42113), (42.26282, 93.56012), (42.23776, 93.32726), (42.17997, 93.48663), (42.21417, 93.38678), (42.21771, 93.48663), (42.2581, 93.4407)]"
2011-05-10,8,omg,"[(42.23835, 93.43311), (42.26488, 93.39676), (42.27432, 93.53016), (42.25545, 93.2354), (42.27609, 93.4391), (42.16729, 93.56332), (42.27078, 93.42632), (42.24955, 93.45028), (42.22184, 93.35562), (42.22331, 93.2318), (42.21063, 93.39996)]"
2011-05-10,8,sick,"[(42.2242, 93.36681)]"
2011-05-10,8,starbucks,"[(42.23835, 93.32966), (42.2811, 93.34604), (42.29024, 93.33525), (42.29319, 93.42831), (42.22449, 93.3688), (42.28169, 93.34683), (42.25722, 93.43311), (42.27285, 93.54095), (42.18587, 93.38158), (42.24985, 93.42272), (42.29555, 93.39836), (42.18351, 93.54055), (42.26253, 93.25697), (42.19678, 93.46107), (42.29673, 93.52098), (42.27167, 93.52697), (42.23304, 93.35402), (42.22331, 93.54494), (42.27255, 93.53815), (42.22655, 93.33126), (42.28228, 93.3692), (42.28228, 93.37759), (42.2696, 93.44309), (42.20975, 93.37679), (42.23157, 93.5042), (42.23658, 93.56411), (42.2124, 93.32726), (42.21358, 93.27334), (42.22508, 93.36121), (42.22272, 93.38757), (42.24012, 93.33405), (42.22832, 93.26615), (42.22036, 93.40675), (42.22744, 93.49861)]"
2011-05-10,8,stomach,"[(42.22331, 93.33086), (42.23923, 93.35043)]"
2011-05-10,8,twitter,"[(42.23982, 93.33246), (42.20444, 93.39436), (42.28287, 93.55453), (42.2239, 93.33845), (42.2295, 93.35203), (42.23039, 93.25577), (42.2124, 93.24858), (42.2354, 93.34683), (42.16729, 93.40675), (42.23717, 93.45028), (42.25221, 93.27814), (42.22154, 93.34284), (42.20916, 93.35802), (42.27019, 93.51858), (42.22184, 93.35962), (42.24307, 93.33286), (42.23805, 93.33605), (42.16405, 93.3037), (42.23334, 93.36681)]"
2011-05-10,9,adidas,"[(42.23216, 93.5074), (42.20002, 93.4387), (42.23511, 93.54055), (42.24248, 93.48863), (42.2581, 93.5062), (42.21034, 93.20464), (42.21624, 93.3712), (42.26076, 93.42232), (42.18881, 93.35642), (42.2811, 93.27294), (42.20651, 93.34244), (42.17555, 93.54534), (42.23127, 93.33086), (42.26253, 93.25936)]"
2011-05-10,9,bad,"[(42.19442, 93.36361), (42.16994, 93.48423), (42.2127, 93.35922), (42.26695, 93.31808), (42.20916, 93.368), (42.29673, 93.24419), (42.24542, 93.3025), (42.23658, 93.3688)]"
2011-05-10,9,caught,"[(42.23186, 93.35163), (42.2127, 93.32527)]"
2011-05-10,9,feel,"[(42.19854, 93.35323), (42.19442, 93.36361), (42.21004, 93.38837), (42.18292, 93.56451), (42.18557, 93.41314), (42.25162, 93.44549), (42.27108, 93.40315), (42.28199, 93.30609), (42.22449, 93.33126), (42.23186, 93.33445), (42.20503, 93.34883), (42.23658, 93.3688), (42.22508, 93.33565), (42.20975, 93.35203)]"
2011-05-10,9,fever,"[(42.22744, 93.35922)]"
2011-05-10,9,flu,"[(42.22243, 93.38718), (42.2124, 93.42632), (42.27049, 93.51738), (42.23422, 93.33126)]"
2011-05-10,9,hospital,"[(42.2982, 93.52098)]"
2011-05-10,9,lol,"[(42.21299, 93.39556), (42.26665, 93.2358), (42.25309, 93.54614), (42.24336, 93.42512), (42.24719, 93.54095), (42.27461, 93.40315), (42.20916, 93.38238), (42.20975, 93.31768), (42.23039, 93.37679), (42.1782, 93.33246), (42.28877, 93.53616), (42.28169, 93.24419), (42.27049, 93.51738), (42.21653, 93.46706), (42.20385, 93.43151), (42.24778, 93.33485), (42.22243, 93.34124), (42.25132, 93.5038), (42.21388, 93.34524), (42.21358, 93.39357)]"
2011-05-10,9,medicine,"[(42.26695, 93.31808)]"
2011-05-10,9,nike,"[(42.23216, 93.5074), (42.26076, 93.42232), (42.20651, 93.34244)]"
2011-05-10,9,omg,"[(42.18262, 93.47065), (42.21181, 93.31328), (42.21152, 93.27294), (42.2867, 93.40914), (42.24012, 93.32886)]"
2011-05-10,9,sick,"[(42.24778, 93.33485), (42.23304, 93.47824)]"
2011-05-10,9,starbucks,"[(42.26135, 93.40595), (42.24012, 93.33445), (42.27432, 93.33286), (42.21771, 93.51379), (42.23216, 93.35682), (42.21388, 93.35482), (42.21152, 93.39916), (42.20827, 93.3692), (42.18911, 93.29251)]"
2011-05-10,9,stomach,"[(42.27756, 93.28772)]"
2011-05-10,9,twitter,"[(42.2242, 93.35283), (42.28523, 93.33725), (42.27491, 93.23819), (42.20916, 93.34564), (42.20945, 93.34923), (42.23805, 93.36002), (42.18557, 93.41314), (42.22007, 93.3688), (42.2068, 93.3049), (42.2584, 93.25177), (42.17378, 93.43271), (42.22626, 93.33765), (42.26223, 93.40555), (42.2242, 93.39237), (42.23511, 93.35602), (42.22272, 93.41314), (42.21948, 93.36161), (42.18498, 93.44629), (42.2926, 93.37719), (42.28493, 93.40076), (42.23511, 93.35402), (42.23923, 93.32686), (42.23805, 93.35882), (42.29142, 93.37919)]"
2011-05-10,10,bad,"[(42.2242, 93.55932), (42.2127, 93.34444), (42.17348, 93.38438), (42.26312, 93.3732), (42.25073, 93.41673), (42.2009, 93.42752), (42.25398, 93.5086), (42.22361, 93.34524), (42.26695, 93.42312), (42.23363, 93.55413), (42.16788, 93.32167), (42.22449, 93.3736), (42.18498, 93.4395), (42.17289, 93.44189), (42.20975, 93.34284), (42.23805, 93.34244), (42.23334, 93.3672)]"
2011-05-10,10,caught,"[(42.26135, 93.46346)]"
2011-05-10,10,feel,"[(42.22685, 93.36281), (42.17112, 93.51259), (42.21741, 93.56052), (42.2009, 93.42352), (42.28434, 93.27933), (42.17053, 93.41274), (42.28847, 93.53775), (42.17437, 93.38198), (42.25781, 93.43471)]"
2011-05-10,10,flu,"[(42.23835, 93.33006), (42.1667, 93.40954), (42.20297, 93.32886)]"
2011-05-10,10,lol,"[(42.2755, 93.44229), (42.21476, 93.34564), (42.17348, 93.38438), (42.2469, 93.43191), (42.26754, 93.33885), (42.28287, 93.31928), (42.21093, 93.37759), (42.22302, 93.35962), (42.23923, 93.34124), (42.2469, 93.33605), (42.18881, 93.54295), (42.24425, 93.35083), (42.25574, 93.38997), (42.23363, 93.55413), (42.27638, 93.49182), (42.1956, 93.44868), (42.22095, 93.34763), (42.2413, 93.34843), (42.22066, 93.38957), (42.23304, 93.34763), (42.18351, 93.42911), (42.29879, 93.32846), (42.26813, 93.46546), (42.26577, 93.44269), (42.23628, 93.29651), (42.22154, 93.35722), (42.21093, 93.37439), (42.21063, 93.38438), (42.28611, 93.44629), (42.21358, 93.54055), (42.19265, 93.30649), (42.19294, 93.372), (42.24248, 93.32806), (42.2127, 93.38438), (42.21506, 93.33485), (42.26282, 93.42871), (42.22272, 93.34883), (42.25692, 93.41194), (42.23569, 93.3684), (42.2239, 93.36002), (42.23334, 93.33046)]"
2011-05-10,10,medicine,"[(42.26783, 93.40355), (42.24601, 93.35402)]"
2011-05-10,10,omg,"[(42.21447, 93.27654), (42.20945, 93.39516), (42.21122, 93.39077), (42.20739, 93.37959), (42.22567, 93.28732), (42.22508, 93.32966), (42.29083, 93.39277), (42.18881, 93.36241), (42.20916, 93.41953), (42.22007, 93.368)]"
2011-05-10,10,sick,"[(42.21741, 93.56052)]"
2011-05-10,10,starbucks,"[(42.24248, 93.33166), (42.17938, 93.47944), (42.20975, 93.34484), (42.23422, 93.32607), (42.25398, 93.5086), (42.23157, 93.33286), (42.22567, 93.28732), (42.23304, 93.27973), (42.29201, 93.26056), (42.20945, 93.3728), (42.1897, 93.41034), (42.23628, 93.33166), (42.18498, 93.48343), (42.19972, 93.44189)]"
2011-05-10,10,stomach,"[(42.21918, 93.55453)]"
2011-05-10,10,twitter,"[(42.17702, 93.40076), (42.21741, 93.39516), (42.23157, 93.37719), (42.2469, 93.32527), (42.26105, 93.42033), (42.21034, 93.3704), (42.29289, 93.25018), (42.20857, 93.51059), (42.22243, 93.3688), (42.20474, 93.38358), (42.24336, 93.33126), (42.1956, 93.44868), (42.23334, 93.33405), (42.21653, 93.35842), (42.2124, 93.19666), (42.23599, 93.33405), (42.24484, 93.34883), (42.22714, 93.32247), (42.23569, 93.34763), (42.21063, 93.38438), (42.23039, 93.34604), (42.24837, 93.25018), (42.22213, 93.27175), (42.21152, 93.34324)]"
2011-05-10,11,bad,"[(42.20651, 93.3728), (42.20267, 93.46346), (42.21329, 93.35323), (42.21447, 93.372), (42.20474, 93.3728), (42.21358, 93.39676), (42.16729, 93.28213), (42.16641, 93.30609), (42.29732, 93.19905), (42.20592, 93.35323), (42.23393, 93.20744), (42.21859, 93.35882), (42.2127, 93.39237), (42.25309, 93.51099), (42.21447, 93.38518), (42.21977, 93.32127), (42.22773, 93.35083)]"
2011-05-10,11,caught,"[(42.19795, 93.51978), (42.17791, 93.32127), (42.23599, 93.36481)]"
2011-05-10,11,feel,"[(42.27167, 93.3029), (42.24542, 93.33166), (42.1723, 93.50221), (42.29172, 93.25777), (42.17525, 93.33765), (42.17437, 93.42871), (42.26724, 93.48823), (42.28051, 93.46866), (42.26017, 93.42152), (42.19029, 93.3009), (42.2926, 93.53735), (42.24572, 93.35043), (42.24425, 93.44749), (42.21299, 93.38318), (42.22626, 93.3716), (42.20621, 93.37999), (42.23098, 93.34164), (42.23393, 93.32447), (42.16788, 93.31728), (42.23363, 93.35802)]"
2011-05-10,11,fever,"[(42.2699, 93.55493)]"
2011-05-10,11,hospital,"[(42.23982, 93.36561)]"
2011-05-10,11,lol,"[(42.26488, 93.39117), (42.21122, 93.55014), (42.21859, 93.40076), (42.23864, 93.34763), (42.17319, 93.46067), (42.1723, 93.49821), (42.23127, 93.35283), (42.2124, 93.39836), (42.19678, 93.39117), (42.20916, 93.37479), (42.29673, 93.43431), (42.22036, 93.2334), (42.23687, 93.3684), (42.22921, 93.37839), (42.21594, 93.37959), (42.23628, 93.35482), (42.28022, 93.55453), (42.29732, 93.19905), (42.20061, 93.39436), (42.21093, 93.37639), (42.20208, 93.36161), (42.18439, 93.20944), (42.2068, 93.3692), (42.22331, 93.33086), (42.27638, 93.37679), (42.23216, 93.33246), (42.20592, 93.44549), (42.18646, 93.55333), (42.27078, 93.33925), (42.1841, 93.38358), (42.21535, 93.24099), (42.22154, 93.34164), (42.22007, 93.34683), (42.27402, 93.4403), (42.27638, 93.49701), (42.29172, 93.51738), (42.2528, 93.49981)]"
2011-05-10,11,medicine,"[(42.1897, 93.35762)]"
2011-05-10,11,omg,"[(42.19795, 93.51978), (42.20651, 93.3728), (42.20857, 93.34124), (42.29437, 93.51139), (42.24336, 93.21543), (42.29113, 93.25657), (42.22479, 93.35762), (42.26813, 93.20904), (42.24012, 93.35922)]"
2011-05-10,11,sick,"[(42.23422, 93.3672), (42.23864, 93.34763), (42.16316, 93.48104)]"
2011-05-10,11,starbucks,"[(42.24572, 93.35642), (42.26105, 93.43351), (42.25309, 93.49542), (42.19383, 93.42152), (42.21417, 93.22741), (42.18881, 93.45428), (42.25309, 93.26815), (42.23452, 93.35522), (42.23717, 93.55573), (42.20886, 93.35123), (42.28051, 93.41593), (42.22331, 93.34883), (42.27343, 93.28812), (42.23628, 93.37), (42.24513, 93.33365), (42.27108, 93.26535), (42.27461, 93.46546), (42.23923, 93.44709), (42.29142, 93.33605), (42.20061, 93.39436), (42.18498, 93.46107), (42.17378, 93.38318), (42.26931, 93.34324), (42.21417, 93.41473), (42.1667, 93.20984), (42.24189, 93.32646), (42.21535, 93.24059), (42.17643, 93.42312), (42.20886, 93.41953), (42.23511, 93.49901)]"
2011-05-10,11,stomach,"[(42.23864, 93.32447), (42.24041, 93.35003)]"
2011-05-10,11,twitter,"[(42.22361, 93.32926), (42.24071, 93.32407), (42.26901, 93.4399), (42.26636, 93.42312), (42.23628, 93.32646), (42.24218, 93.29251), (42.21329, 93.38957), (42.20945, 93.38797), (42.27697, 93.32846), (42.24395, 93.35083), (42.22184, 93.33765), (42.23776, 93.32646), (42.27432, 93.2997), (42.20886, 93.51738), (42.28199, 93.3033), (42.26724, 93.49422), (42.27668, 93.32766), (42.2584, 93.44549), (42.23245, 93.33006), (42.17378, 93.3017)]"
2011-05-10,12,adidas,"[(42.21594, 93.20984)]"
2011-05-10,12,bad,"[(42.22596, 93.34923), (42.21152, 93.3684), (42.2295, 93.34524), (42.29437, 93.44429), (42.26282, 93.3728), (42.24248, 93.36241), (42.2124, 93.54534), (42.22331, 93.33246), (42.23628, 93.33126), (42.28995, 93.33445), (42.21004, 93.32846), (42.27904, 93.33445)]"
2011-05-10,12,caught,"[(42.2413, 93.48463), (42.23039, 93.5042), (42.21122, 93.31848), (42.21388, 93.36002)]"
2011-05-10,12,feel,"[(42.23334, 93.42951), (42.23363, 93.36041), (42.21741, 93.39197), (42.2127, 93.34803), (42.1785, 93.47784), (42.241, 93.34763), (42.22862, 93.26775), (42.2354, 93.35283), (42.28081, 93.28493), (42.23835, 93.33845), (42.28169, 93.29291), (42.19058, 93.31368), (42.18439, 93.32527), (42.21653, 93.40834), (42.2696, 93.21503)]"
2011-05-10,12,fever,"[(42.27992, 93.26136), (42.28434, 93.46945)]"
2011-05-10,12,flu,"[(42.20592, 93.4379), (42.22154, 93.3728), (42.23334, 93.34604)]"
2011-05-10,12,hospital,"[(42.21741, 93.37559)]"
2011-05-10,12,lol,"[(42.23363, 93.36041), (42.23304, 93.51539), (42.21506, 93.35083), (42.20592, 93.37), (42.23452, 93.36601), (42.19766, 93.37879), (42.25751, 93.42592), (42.26754, 93.55453), (42.21594, 93.39117), (42.20562, 93.36521), (42.21388, 93.29172), (42.24189, 93.36561), (42.21299, 93.33965), (42.27137, 93.54374), (42.2295, 93.37599), (42.19235, 93.29371), (42.24484, 93.44509), (42.17112, 93.32766), (42.23982, 93.33286), (42.27373, 93.43271), (42.19943, 93.41513), (42.19294, 93.42152), (42.18439, 93.55133), (42.26577, 93.45547), (42.23422, 93.35602), (42.2183, 93.33965), (42.22302, 93.3712), (42.28818, 93.33965), (42.21771, 93.34044), (42.17142, 93.47864), (42.2584, 93.41473), (42.16877, 93.32047), (42.20238, 93.40355), (42.25604, 93.21982), (42.17673, 93.39916), (42.28641, 93.34284), (42.24366, 93.32806), (42.22567, 93.37679), (42.2124, 93.33246), (42.22302, 93.34084)]"
2011-05-10,12,medicine,"[(42.1667, 93.32167), (42.2696, 93.21503)]"
2011-05-10,12,omg,"[(42.24248, 93.53416), (42.27373, 93.29811), (42.26754, 93.55453), (42.1782, 93.48982), (42.27373, 93.32726), (42.23304, 93.33325), (42.21122, 93.31848), (42.20739, 93.25257), (42.26842, 93.55852), (42.21565, 93.3692), (42.23628, 93.33126)]"
2011-05-10,12,sick,"[(42.16935, 93.36241), (42.23982, 93.32527)]"
2011-05-10,12,starbucks,"[(42.19353, 93.41194), (42.18822, 93.32127), (42.2239, 93.23899), (42.25751, 93.45747), (42.16464, 93.54854), (42.19117, 93.38678), (42.23186, 93.35283), (42.24071, 93.3684), (42.2413, 93.48463), (42.24542, 93.30729), (42.20533, 93.34763), (42.27609, 93.27854), (42.23304, 93.33325), (42.29909, 93.45388), (42.25663, 93.52377), (42.18203, 93.46666), (42.24041, 93.35602), (42.21388, 93.3672), (42.26931, 93.45667), (42.21211, 93.38318), (42.22272, 93.38797), (42.26341, 93.4351)]"
2011-05-10,12,stomach,"[(42.21771, 93.32646), (42.23098, 93.48663)]"
2011-05-10,12,twitter,"[(42.26695, 93.4407), (42.22862, 93.32806), (42.18115, 93.32686), (42.22007, 93.34644), (42.22095, 93.3684), (42.23481, 93.49262), (42.23717, 93.35602), (42.24277, 93.48942), (42.18085, 93.32407), (42.23068, 93.32646), (42.2127, 93.39636), (42.22331, 93.34004), (42.19825, 93.43351), (42.22479, 93.33246), (42.22714, 93.20664), (42.23393, 93.34444), (42.24071, 93.36361), (42.17378, 93.46506), (42.28906, 93.28053), (42.20651, 93.27214), (42.19147, 93.3696), (42.20651, 93.34524), (42.21948, 93.36241), (42.21417, 93.3732), (42.18203, 93.46666), (42.21388, 93.36002), (42.16965, 93.46187), (42.18999, 93.36161), (42.20238, 93.40355), (42.23982, 93.3057), (42.23746, 93.53656), (42.22243, 93.27135), (42.24159, 93.35163)]"
2011-05-10,13,bad,"[(42.25663, 93.31608), (42.2298, 93.38318), (42.23068, 93.25098), (42.23039, 93.3716), (42.20474, 93.53176), (42.25515, 93.31089), (42.29054, 93.44589), (42.21682, 93.34803), (42.21624, 93.22741), (42.25191, 93.31888), (42.29968, 93.31169), (42.23304, 93.36561), (42.28493, 93.3712), (42.18144, 93.38118), (42.23923, 93.35562), (42.22479, 93.33126), (42.17555, 93.41234), (42.17702, 93.36002), (42.18675, 93.48144)]"
2011-05-10,13,feel,"[(42.23245, 93.36041), (42.23216, 93.25497), (42.23452, 93.36401), (42.28022, 93.37), (42.2124, 93.29851), (42.23304, 93.53775), (42.23186, 93.33845), (42.19678, 93.45148), (42.20709, 93.36121), (42.28493, 93.3712), (42.21388, 93.35442), (42.21859, 93.29531), (42.22567, 93.34963), (42.22361, 93.34843), (42.26282, 93.39037)]"
2011-05-10,13,flu,"[(42.22508, 93.35562), (42.19737, 93.25617), (42.2528, 93.54774), (42.24159, 93.35323)]"
2011-05-10,13,hospital,"[(42.21093, 93.36401)]"
2011-05-10,13,lol,"[(42.27019, 93.54335), (42.19619, 93.39237), (42.21181, 93.39916), (42.21122, 93.43391), (42.22508, 93.35562), (42.17525, 93.22701), (42.22479, 93.34883), (42.27137, 93.33126), (42.19972, 93.42792), (42.23569, 93.35243), (42.23923, 93.33046), (42.23776, 93.32966), (42.23275, 93.34324), (42.2867, 93.33805), (42.2814, 93.4411), (42.29201, 93.55493), (42.20385, 93.40235), (42.22744, 93.372), (42.23864, 93.35442), (42.16906, 93.38638), (42.25073, 93.21703), (42.20474, 93.33325), (42.23304, 93.36561), (42.22449, 93.35402), (42.27285, 93.3708), (42.2699, 93.32886), (42.22272, 93.38398), (42.21476, 93.39037), (42.23068, 93.34404), (42.29172, 93.40115), (42.23569, 93.33286), (42.22508, 93.34084), (42.23393, 93.35882), (42.1841, 93.33565), (42.16788, 93.45827)]"
2011-05-10,13,omg,"[(42.26459, 93.25737), (42.16552, 93.36561), (42.27049, 93.24618), (42.21859, 93.36081), (42.22184, 93.39796), (42.21712, 93.42113), (42.22302, 93.33405), (42.241, 93.35642), (42.24395, 93.33765), (42.24159, 93.33206), (42.2242, 93.32846), (42.22331, 93.33805), (42.22272, 93.36321)]"
2011-05-10,13,sick,"[(42.24572, 93.34923), (42.22066, 93.47545), (42.18528, 93.38078)]"
2011-05-10,13,starbucks,"[(42.21004, 93.32407), (42.23245, 93.36041), (42.23776, 93.33246), (42.22331, 93.37919), (42.20444, 93.44509), (42.27019, 93.49022), (42.23393, 93.33965), (42.27373, 93.49741), (42.22449, 93.34963), (42.21063, 93.32047), (42.20709, 93.28453)]"
2011-05-10,13,stomach,"[(42.27963, 93.28213), (42.24159, 93.35362)]"
2011-05-10,13,twitter,"[(42.21535, 93.3676), (42.24454, 93.54934), (42.27756, 93.51898), (42.23334, 93.34244), (42.21417, 93.36361), (42.21948, 93.35243), (42.18646, 93.47225), (42.21535, 93.54055), (42.21004, 93.39476), (42.21565, 93.26975), (42.22007, 93.31808), (42.27226, 93.26336), (42.18557, 93.35003), (42.24484, 93.34004), (42.20533, 93.33246), (42.28346, 93.33845), (42.25574, 93.50061), (42.19294, 93.44389), (42.21093, 93.36641), (42.22832, 93.26496), (42.27579, 93.49901), (42.23894, 93.36201), (42.20592, 93.32966), (42.23864, 93.35442), (42.19884, 93.38877), (42.2068, 93.39636), (42.18233, 93.32247), (42.24926, 93.54454), (42.22095, 93.34404), (42.24425, 93.32846), (42.25663, 93.25377), (42.27992, 93.56252), (42.19678, 93.44669), (42.22272, 93.36281), (42.241, 93.34883), (42.25486, 93.49981), (42.20621, 93.36641), (42.28965, 93.39796), (42.28493, 93.48863), (42.1667, 93.38238), (42.21859, 93.39516), (42.28316, 93.47505), (42.21771, 93.39676), (42.22803, 93.35083), (42.23157, 93.25856), (42.29732, 93.52377)]"
2011-05-10,14,bad,"[(42.27019, 93.34763), (42.23068, 93.21463), (42.28877, 93.42592), (42.22567, 93.3692), (42.23805, 93.35562), (42.26341, 93.49981), (42.27579, 93.4387), (42.28464, 93.5082), (42.24041, 93.5066), (42.23216, 93.21583), (42.21181, 93.38997), (42.16582, 93.40954), (42.28405, 93.50101), (42.23628, 93.32167)]"
2011-05-10,14,caught,"[(42.20916, 93.34484), (42.21388, 93.36521), (42.24041, 93.32607)]"
2011-05-10,14,feel,"[(42.24955, 93.54095), (42.24012, 93.33086), (42.19707, 93.4383), (42.27461, 93.4355), (42.1723, 93.46107), (42.26931, 93.4355), (42.19766, 93.38078), (42.27963, 93.28493), (42.29437, 93.43351), (42.22066, 93.35123), (42.23127, 93.34683), (42.24955, 93.4375), (42.23245, 93.32846), (42.21211, 93.38318), (42.29083, 93.19905), (42.25073, 93.3033)]"
2011-05-10,14,fever,"[(42.19825, 93.34963)]"
2011-05-10,14,flu,"[(42.19825, 93.34963), (42.21211, 93.35482), (42.26931, 93.38957)]"
2011-05-10,14,lol,"[(42.23393, 93.35922), (42.21152, 93.39237), (42.26135, 93.37439), (42.19176, 93.52417), (42.17997, 93.30929), (42.2127, 93.54894), (42.21063, 93.31848), (42.21977, 93.29531), (42.19707, 93.4383), (42.19117, 93.51978), (42.2926, 93.55613), (42.24366, 93.32806), (42.2012, 93.29651), (42.218, 93.40994), (42.21388, 93.39277), (42.22567, 93.36521), (42.23746, 93.33126), (42.23245, 93.24498), (42.21653, 93.42232), (42.28464, 93.5082), (42.22921, 93.25457), (42.21152, 93.38877), (42.26046, 93.49661), (42.2985, 93.3037), (42.20768, 93.35762), (42.21152, 93.3684), (42.22302, 93.25217), (42.17525, 93.24019), (42.18587, 93.36361), (42.16493, 93.5038), (42.27432, 93.38638), (42.20533, 93.34324), (42.20975, 93.34683), (42.21034, 93.34604), (42.24454, 93.55213), (42.22862, 93.32846), (42.23923, 93.55812), (42.22272, 93.19945), (42.28877, 93.39357), (42.18734, 93.36441), (42.18999, 93.41154), (42.21299, 93.35562), (42.23363, 93.33845), (42.21004, 93.37), (42.20533, 93.34883), (42.22331, 93.3672), (42.19589, 93.53456), (42.24484, 93.53496), (42.24336, 93.34484), (42.24218, 93.34164), (42.21122, 93.39716), (42.241, 93.36201)]"
2011-05-10,14,medicine,"[(42.1838, 93.38558), (42.28316, 93.41593)]"
2011-05-10,14,omg,"[(42.218, 93.34564), (42.17112, 93.38478), (42.2923, 93.25537), (42.1723, 93.46107), (42.2982, 93.4359), (42.28081, 93.32207), (42.23481, 93.33765), (42.20444, 93.38598), (42.24425, 93.33485), (42.20945, 93.372), (42.22007, 93.39317), (42.2295, 93.35163), (42.22567, 93.33605), (42.27167, 93.55293), (42.2239, 93.33605), (42.29555, 93.25896)]"
2011-05-10,14,sick,"[(42.18822, 93.38518), (42.22803, 93.38438), (42.27579, 93.3684), (42.16788, 93.40994), (42.19412, 93.3692)]"
2011-05-10,14,starbucks,"[(42.21918, 93.42432), (42.18881, 93.39956), (42.20474, 93.34404)]"
2011-05-10,14,stomach,"[(42.27579, 93.3684), (42.2413, 93.34484)]"
2011-05-10,14,twitter,"[(42.22361, 93.35083), (42.2295, 93.38757), (42.21181, 93.27694), (42.22449, 93.32646), (42.29142, 93.54295), (42.29024, 93.53416), (42.21417, 93.39037), (42.18144, 93.3013), (42.26518, 93.4371), (42.23481, 93.33765), (42.22567, 93.36521), (42.20533, 93.34883), (42.17083, 93.38678), (42.19147, 93.39836), (42.27226, 93.26496), (42.27579, 93.42192), (42.22036, 93.35522), (42.23039, 93.34404), (42.23953, 93.44988), (42.18203, 93.47624), (42.22596, 93.34644), (42.23923, 93.46386), (42.21535, 93.34843), (42.17761, 93.40395), (42.23717, 93.32367), (42.24218, 93.30769), (42.18174, 93.38877), (42.22862, 93.32846), (42.22272, 93.19945), (42.1667, 93.46546), (42.18999, 93.41154), (42.28169, 93.31488), (42.29643, 93.51259), (42.23363, 93.33845), (42.24542, 93.33525), (42.22007, 93.28213), (42.22331, 93.36681)]"
2011-05-10,15,bad,"[(42.29525, 93.39556), (42.27285, 93.39916), (42.22243, 93.36161), (42.21004, 93.34723), (42.17761, 93.33166), (42.218, 93.36281), (42.20415, 93.34124), (42.24601, 93.35283), (42.2584, 93.32846), (42.23481, 93.32806), (42.24778, 93.41114), (42.20503, 93.34763), (42.22832, 93.34803), (42.18616, 93.33525), (42.24307, 93.33126), (42.16788, 93.43391), (42.21535, 93.34683), (42.21388, 93.3736), (42.26341, 93.33286), (42.18587, 93.45907), (42.20945, 93.42871), (42.28081, 93.55453)]"
2011-05-10,15,caught,"[(42.23393, 93.33725), (42.22479, 93.32806), (42.20444, 93.3724), (42.21034, 93.53216)]"
2011-05-10,15,feel,"[(42.23511, 93.35083), (42.22243, 93.33845), (42.25958, 93.48423), (42.21417, 93.37439), (42.27285, 93.39916), (42.23599, 93.34164), (42.22626, 93.32646), (42.1838, 93.3728), (42.2926, 93.24219), (42.2584, 93.3676), (42.19884, 93.31288), (42.18115, 93.54734), (42.20415, 93.34124), (42.23157, 93.30929), (42.2295, 93.33126), (42.23068, 93.36441), (42.24307, 93.35043), (42.17525, 93.44229), (42.21329, 93.38198), (42.22773, 93.35083), (42.21889, 93.47584), (42.21417, 93.39397), (42.2755, 93.4399), (42.21771, 93.32207), (42.19471, 93.43151), (42.24454, 93.32047), (42.22361, 93.34723)]"
2011-05-10,15,hospital,"[(42.2242, 93.34044)]"
